"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Jay","","Verified Purchase","","","","5.0","December 10, 2022","United States ","Product works as described. Simply hold inter your tongue about 1/2 hour or so before bedtime. Taste is ok.","","Works","","https://www.amazon.com/gp/profile/amzn1.account.AHHJBA4GGODVJBTF3MCURLTKTFBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=3&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R18D3XTCJLVOPB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Aya Almasri","","Verified Purchase","","","","4.0","December 30, 2022","United States ","helps me sleep in college","","works well but pretty bitter","","https://www.amazon.com/gp/profile/amzn1.account.AFUWK75K56J7HHT4PBBNCSRRXLUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=2&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3604FF2LMCXPZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Ashley","","Verified Purchase","","","","2.0","June 07, 2021","United States ","Not as affective as other brands","","It is okay","","https://www.amazon.com/gp/profile/amzn1.account.AELFKYRFDGNPDJEFYD3G6FVFYBQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=55&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3TP4H427S20X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","JLA","","Verified Purchase","","","","1.0","December 08, 2021","United States","Tried multiple night in a row. Started off taking one tablet as directed. It had no effect whatsoever on me. Second night tried taking 2 tablets. Mind you this should be enough (24mg of melatonin) to knock out a polar bear for 8 hours. Again, no effect. Thursday night, repeated the same as second night, and nothing. Tasted horrible and doesn’t not work! Spend your money on a quality product elsewhere!","","Did not work!","","https://www.amazon.com/gp/profile/amzn1.account.AGC6GX6L7643PFZUPAR4VDFLEAMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=54&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1UZEHEVP4TDQL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Therese S.","","Verified Purchase","","","","5.0","December 21, 2020","United States","Great flavor, good chew,and great value also my husband loves the 12mg. Will definitely buy again.","","Great product!","","https://www.amazon.com/gp/profile/amzn1.account.AGTXL3VR3KTLUOVKKIHIFLSCRCLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=36&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R2CMGFSJAVJ7BF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","octavio fonseca","","Verified Purchase","","","","5.0","June 13, 2021","United States ","This is an effective product .help to reach a deep dream","","Good product","","https://www.amazon.com/gp/profile/amzn1.account.AEITEAIZISEH2WQZGVAO53XVZC4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=34&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3982FXKFX0DOG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","bigcitylittlehouse","","Verified Purchase","","","","5.0","December 08, 2022","United States ","My 15 year old son has ADHD and MDD. He takes medication daily so it really effects his sleep. He has been taking 1 of these Melatonin Tablets every night for the past 2 months and it has helped him a lot to be able to settle down to fall asleep. Our doctor also recommended he take this along with a Lavender capsule. We have not tried the Lavender yet. What I am stating is just OUR experience, please check with your doctor before use.","","My 15 year old son takes one of these every night.","3","https://www.amazon.com/gp/profile/amzn1.account.AG57OZGAONZLJVGLIFFXXGJD5H7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=1&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R2THZ7Q7SNKM17/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","brian hames","","Verified Purchase","","","","5.0","September 20, 2021","United States ","Strong, fast dissolving, can often get by with a half. My normal dose of other brands is 10mg, half of one of these does the same thing.","","Definitely a knockout","","https://www.amazon.com/gp/profile/amzn1.account.AFBIMI3DE67PXVFPMIGF7TZBR52A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=61&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R5OD3IN2TJN9Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Jaxster","VINE VOICE","Verified Purchase","","","","4.0","December 05, 2020","United States","I’ve been using this brand about a year or more and it’s the only melatonin I will take. I was buying the 180ct bottle til I saw they sell a 300ct!","","Best melatonin","3","https://www.amazon.com/gp/profile/amzn1.account.AHUQOE5KIT7WATPGIDTXX2A6SX3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=67&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RIYV8QRU9I4IY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Marcellus May","","","","","","1.0","September 28, 2020","United States ","weak","","weak","","https://www.amazon.com/gp/profile/amzn1.account.AG4VB7OWSYWGWX4CAZA7L364M4SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=59&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3R110WSX41TU2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Meg","","Verified Purchase","","","","5.0","September 15, 2021","United States ","These work better than many brands I've used (my normal go-to brand are the walgreens brand 10mg fast dissolve). My only complaint is they don't really taste that great... sort of have a grass like taste to them with the berry flavoring too. I've now had a couple bottles and was the same taste for both. But I can deal with it for how well they work. They've done this insomniac well.","","Works!","","https://www.amazon.com/gp/profile/amzn1.account.AF25HU5KCGIJBTXLIZQNXIFSXBSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=16&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3QX4C89NVH5BR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","william hardy","","Verified Purchase","","","","5.0","June 05, 2021","United States ","they work great","","all good","","https://www.amazon.com/gp/profile/amzn1.account.AGXWLOAO2AANGVACU2KBMOPCQDJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=41&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RQ51RV3F5PY09/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Linda Z. B.","","Verified Purchase","","","","5.0","September 11, 2022","United States","Best $ for the $, works great.","","Best","","https://www.amazon.com/gp/profile/amzn1.account.AFF22JQ72S2CAJDT4KDPQKL64KMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=74&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RPE4XBFPOBZYJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Mark Stempeck","","Verified Purchase","","","","5.0","December 12, 2022","United States","Works as advertised.","","Works as advertised!","","https://www.amazon.com/gp/profile/amzn1.account.AFNMP6246QKBGDRMJBSTZHBK6QSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RNYOK0OM68L84/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Lee Schuster","","Verified Purchase","","","","5.0","February 11, 2021","United States ","Hard to find anywhere else but at Amazon","","Good value","","https://www.amazon.com/gp/profile/amzn1.account.AESKPL3GLPCJW6MCWPVMNN72JTSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=43&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R22972WDGQ284E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Sophie","","Verified Purchase","","","","5.0","July 17, 2022","United States ","They are perfect","","Perfect","","https://www.amazon.com/gp/profile/amzn1.account.AFLYRNJIMGH6CFX5BODNWZUPTQJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=70&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RB9HQIY8KFZZQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","JohnInNy","","Verified Purchase","","","","5.0","December 30, 2022","United States ","Works well, I get better sleep..","","One tablet one hour before bed then ZZZzzzZZZZ....","","https://www.amazon.com/gp/profile/amzn1.account.AEF3FMLUIFBOKKINXGT2GME2362Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=2&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1SD3TIVT4DZZX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Play store fan","","Verified Purchase","","","","5.0","December 08, 2022","United States ","Not a fan of pills, but for how many there are, I'll buy again","","It's very good value!","1","https://www.amazon.com/gp/profile/amzn1.account.AHLVHCTUFRQGGGO4LAKGHOM4JWIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=3&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3HKDS2DA2WS8T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","trafficgal","","Verified Purchase","","","","5.0","July 22, 2022","United States","This product helps me get to sleep quickly but does cause some weird dreams.","","Fast acting","","https://www.amazon.com/gp/profile/amzn1.account.AG4FLXP2VOTCFXF4CVVTYSMFW5LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=12&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RC83YSYIGDFMA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","I💜Amazon‼️","","Verified Purchase","","","","5.0","February 06, 2021","United States ","This product works great for me. I’ve tried some that don’t work at all. I would recommend to at least give these a try.","","Works great, tastes great.","","https://www.amazon.com/gp/profile/amzn1.account.AHL35RPNWMPOC3ITBHTIDDC2NABQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=30&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3GPRPO4TQEDGJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Paul Little Jr","","Verified Purchase","","","","3.0","March 12, 2022","United States ","Doesn't work as good as other brands I have used. Doesn't have a very good taste either.","","Taste terrible","","https://www.amazon.com/gp/profile/amzn1.account.AFXOBGW3NZFYSLKPBVIXN637M5YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=20&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RQVI36DPN6SV6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Ashley C.","","Verified Purchase","","","","5.0","August 11, 2020","United States","Fall asleep fast and stay asleep all night with these.","","Would buy again","","https://www.amazon.com/gp/profile/amzn1.account.AEDBVQPLGI36VS46ZU2IF4IGLGYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=49&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1XYZJ3BEPG891/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","MM","","Verified Purchase","","","","5.0","October 31, 2022","United States","Relajante natural para conciliar el sueño","","Genial","","https://www.amazon.com/gp/profile/amzn1.account.AHKSZF3YR73DYYGTNEQ6U3K2JKIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=6&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R266CASRYOWUJ9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","John","","Verified Purchase","","","","5.0","August 20, 2021","United States","Fantastic product at a great price point.","","Works great","","https://www.amazon.com/gp/profile/amzn1.account.AF7H4624BGBVAJ7EQ35LRKJHMO7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=63&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RT5M5QHOV3XBD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","BOB","","Verified Purchase","","","","4.0","January 26, 2021","United States","There are horrible, the don't work very well, buy spring valley at Walmart better product.","","Don't waste your money.","","https://www.amazon.com/gp/profile/amzn1.account.AF64ASAPQVOWVHVIR2EVLP5HPL2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=26&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1YUX6H12KKNLW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","CB","","Verified Purchase","","","","5.0","November 22, 2020","United States","These were a little on the pricey side but we love them! My husband is a BIG guy and he just takes one at night. The taste is great and I love that they have immune support combined with sleeping supplements. Will keep buying!","","Very Satisfied!","","https://www.amazon.com/gp/profile/amzn1.account.AH4XXMULNAXO3P3RHYWTKSUFOYMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=26&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1STFCWV7AAJKZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Doris E. Townsend","","Verified Purchase","","","","5.0","September 13, 2021","United States","I get very good quality sleep using this product. It works for me. The value for the money is a plus.","","Great quality sleep!","1","https://www.amazon.com/gp/profile/amzn1.account.AFFSQXHZIK4SI7LMT4DDWYZG4FTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=24&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R2CHPGO9OMKRJI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Say24hey","","Verified Purchase","","","","5.0","February 01, 2021","United States ","Big quantity of the Melatonin 12 mg....for sleep","","Second time buyer","","https://www.amazon.com/gp/profile/amzn1.account.AHSMTUPKKH3JTWRQ6KMXOBXOOJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=43&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3F7XS889FMNBH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Alyssa Zuther","","Verified Purchase","","","","1.0","October 11, 2022","United States","My previous brand worked ou much better. This one is a higher dosage and it does not have the same delivery ingredients so I don’t know where it fails. But it definitely does not work as well.","","Terrible compared to others","1","https://www.amazon.com/gp/profile/amzn1.account.AFE7PTFVEH2IC4FG5EUCYMBRSM6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=37&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3B3D1TASVS8F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","RRW","","Verified Purchase","","","","5.0","December 27, 2020","United States ","Taste pretty good and work great. I take 1/2hr before bed and I'm ready to drift off.","","Sleep","","https://www.amazon.com/gp/profile/amzn1.account.AFTCSOISXFPA75JSX4GM3PWQBO5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=34&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1051M0TEJQKZ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","JUAN C.","","Verified Purchase","","","","5.0","January 08, 2021","United States ","small chewies with great flavor, 12 mg, great price","","GREAT PRODUCT","","https://www.amazon.com/gp/profile/amzn1.account.AG7XQQUZ5RE44FI3IYG7OPFD7J7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=42&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RPYD569DO610E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Reyna Isabel Lopez Leal","","Verified Purchase","","","","5.0","April 28, 2021","United States ","Muy bien","","Buenas","","https://www.amazon.com/gp/profile/amzn1.account.AG7M4534U7HAJ2MYKZOG5MLEBRZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=45&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RROSFBWJZIOQC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Tia M.","","Verified Purchase","","","","5.0","October 05, 2022","United States","By far this is my favorite brand of melatonin. I've tried many but this one taste great, dissolvable and eases you right into a restful night sleep. Love it.","","Good stuff","","https://www.amazon.com/gp/profile/amzn1.account.AFPXQYDQ7W3JA25XY7LCHJBD4RTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=7&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1IWBA0ZEPM10N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
